px_GeV,py_GeV,pz_GeV,p_mag_GeV,KE_GeV,E_GeV
0.0,0.0,0.19018505488013773,0.19018505488013773,0.09633281897374815,0.23590281897374815
0.0,0.0,0.3160911938150842,0.3160911938150842,0.2059635406403337,0.3455335406403337
0.0,0.0,0.2066511083220689,0.2066511083220689,0.1097981324282224,0.2493681324282224
0.0,0.0,0.2656201323703244,0.2656201323703244,0.16048639406689644,0.30005639406689644
0.0,0.0,0.2317474439299095,0.2317474439299095,0.13096033594783144,0.27053033594783144
0.0,0.0,0.34594290152627666,0.34594290152627666,0.23346656123283563,0.37303656123283563
0.0,0.0,0.39903733378692335,0.39903733378692335,0.28317173990248046,0.4227417399024805
0.0,0.0,0.23535703784214002,0.23535703784214002,0.1340587999495421,0.2736287999495421
0.0,0.0,0.19681643095869153,0.19681643095869153,0.10171094080411197,0.24128094080411197
0.0,0.0,0.15600328602449337,0.15600328602449337,0.06975465251479554,0.20932465251479554
0.0,0.0,0.2693898024346978,0.2693898024346978,0.1638285012418577,0.3033985012418577
0.0,0.0,0.3234037936431706,0.3234037936431706,0.21266543070337843,0.3522354307033784
0.0,0.0,0.2240648565960421,0.2240648565960421,0.12440887199812964,0.26397887199812964
0.0,0.0,0.28572716412915733,0.28572716412915733,0.17842339178871378,0.3179933917887138
0.0,0.0,0.2442544173266812,0.2442544173266812,0.14174833442489407,0.28131833442489407
0.0,0.0,0.2184283971751188,0.2184283971751188,0.11964178521142024,0.25921178521142024
0.0,0.0,0.2609720093747634,0.2609720093747634,0.15637961492980793,0.2959496149298079
0.0,0.0,0.3431500164627887,0.3431500164627887,0.2308779972930238,0.3704479972930238
0.0,0.0,0.3153865697956299,0.3153865697956299,0.20531907391718537,0.3448890739171854
0.0,0.0,0.3713556120377298,0.3713556120377298,0.25714750086417526,0.3967175008641753
0.0,0.0,0.2678317772543716,0.2678317772543716,0.16244596945730425,0.30201596945730425
0.0,0.0,0.22638057507968512,0.22638057507968512,0.1263772685955036,0.2659472685955036
0.0,0.0,0.26274440890456335,0.26274440890456335,0.15794371281103733,0.29751371281103733
0.0,0.0,0.4032639012195251,0.4032639012195251,0.28716359245176715,0.4267335924517671
0.0,0.0,0.19833145659447635,0.19833145659447635,0.10294835306814754,0.24251835306814754
0.0,0.0,0.21748244117908677,0.21748244117908677,0.1188451642632741,0.2584151642632741
